bitrix_id,id,sub_category_id,name,slug,cross_number,image_url,is_deleted
F8-2,ab4409a7-01c9-4de7-96af-b4a599eb27e4,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Focus II-III / C-Max / Kuga / Mondeo / S-Max 07- замок двери багажника (4 контакта),focus-ii-iii-c-max-kuga-mondeo-s-max-07-zamok-dveri-bagazhnika-4-kontakta,"1930055, 1743698, 8M51R442A66EA",https://storage.yandexcloud.net/tcf-images/products/ab4409a7-01c9-4de7-96af-b4a599eb27e4.webp,False
F8-3,991b3fe0-81c9-4f8f-947e-09b5809ab3e9,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Focus II-III / C-Max / Kuga / Mondeo / S-Max 07- замок двери багажника (5 контактов),focus-ii-iii-c-max-kuga-mondeo-s-max-07-zamok-dveri-bagazhnika-5-kontaktov,"1859161, 8M51R442A66AC, 8M51 R442A66 DB, 1570448 - FSE 11-336-012
",https://storage.yandexcloud.net/tcf-images/products/991b3fe0-81c9-4f8f-947e-09b5809ab3e9.png,False
F8-6,e62b1641-4bb8-4bd4-bd98-5a443a22d6fc,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка Connect задней (высокой) двери (верх-LH),mekhanizm-zamka-connect-zadnei-vysokoi-dveri-verkh-lh,"1419513, 2T14 V43287 BP",https://storage.yandexcloud.net/tcf-images/default.svg,False
F8-7,597c156f-d5f8-40f4-87b8-190bee5e3845,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка L ЛЕВОЙ  выдвижной длинной двери (+ЦЗ) Transit 2001-> V184 / V347,mekhanizm-zamka-l-levoi-vydvizhnoi-dlinnoi-dveri-tsz-transit-2001-v184-v347,"1766561, YC15-V264A33-BK",https://storage.yandexcloud.net/tcf-images/products/597c156f-d5f8-40f4-87b8-190bee5e3845.jpg,False
F8-8,e8110a1c-3a13-4adc-ab2f-a41cb962c3db,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка R правой выдвижной длинной двери (+ЦЗ) Transit 2001-2014 (1766551),mekhanizm-zamka-r-pravoi-vydvizhnoi-dlinnoi-dveri-tsz-transit-2001-2014-1766551,"YC15 B264A00 BL N - FSE 11-321-050 - 1C15 B264A00 FH / ATY 0103210133 / YC15B264A00BH / 1C15 B264A00 FHY

",https://storage.yandexcloud.net/tcf-images/products/e8110a1c-3a13-4adc-ab2f-a41cb962c3db.jpg,False
F8-9,c778028e-c8f2-4939-b792-af4066159418,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка R правой выдвижной длинной двери (+ЦЗ) Transit 2001-2014 (1766560),mekhanizm-zamka-r-pravoi-vydvizhnoi-dlinnoi-dveri-tsz-transit-2001-2014-1766560,1766560/1758254/1755991/1494154/4142909/4070834/4045865 FORD YC15V264A32BK,https://storage.yandexcloud.net/tcf-images/products/c778028e-c8f2-4939-b792-af4066159418.jpg,False
F8-10,de40e78f-9589-490a-8dc8-743b9e21b987,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка выдвижной двери  Transit 1986-2000,mekhanizm-zamka-vydvizhnoi-dveri-transit-1986-2000,"96VB V264A26 AA, 1033490, 6160867, BP1936DP GROUP",https://storage.yandexcloud.net/tcf-images/products/de40e78f-9589-490a-8dc8-743b9e21b987.jpg,False
F8-11,820cf5cf-af9a-466f-8d9d-12c1ac56191a,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка двери Focus 2004-2011 задней левой,mekhanizm-zamka-dveri-focus-2004-2011-zadnei-levoi,"4892388, 4M5AA 26413 BD, 4M5A-A26413-BD",https://storage.yandexcloud.net/tcf-images/default.svg,False
F8-13,56a208a5-6134-4110-81b4-a975f01a5602,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка двери Focus 2004-2011 задней правой,mekhanizm-zamka-dveri-focus-2004-2011-zadnei-pravoi,"4892384, 4M5AA 26412 ES",https://storage.yandexcloud.net/tcf-images/products/56a208a5-6134-4110-81b4-a975f01a5602.jpg,False
F8-15,c0234eed-3bb7-4e37-b5b0-799e8183e921,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка двери Focus 2004-2011 передний левый (6 КОНТАКТОВ),mekhanizm-zamka-dveri-focus-2004-2011-perednii-levyi-6-kontaktov,"4892458, 3M5A R21813 ES, 4892459, DOMINANT FO48092459, ZIKMAR Z59015R",https://storage.yandexcloud.net/tcf-images/products/c0234eed-3bb7-4e37-b5b0-799e8183e921.webp,False
F8-18,6eb8bfda-ebbb-4045-bdac-926af2bb67de,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка двери Focus 2004-2011 передний правый,mekhanizm-zamka-dveri-focus-2004-2011-perednii-pravyi,"4892360, 3M5A 21813 AK",https://storage.yandexcloud.net/tcf-images/default.svg,False
F8-20,cd9464be-839d-4719-a7b5-9dd4e7919431,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка двери кабины R Custom 2013-2019 (5pin),mekhanizm-zamka-dveri-kabiny-r-custom-2013-2019-5pin,"BK21 V219A64 CL, 2381730",https://storage.yandexcloud.net/tcf-images/default.svg,False
F8-21,508ff520-c6bc-4140-8d27-8e96e11949a8,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка двери кабины Transit 1995-2000 LH ,mekhanizm-zamka-dveri-kabiny-transit-1995-2000-lh,"1663731, 95VB V219A65 AE / 95VB V219A65 CF,95VB-V219A65-CF,95VBV219A65CF ",https://storage.yandexcloud.net/tcf-images/products/508ff520-c6bc-4140-8d27-8e96e11949a8.jpeg,False
F8-22,260931f2-d0f7-41f5-91ee-5e6f5ad166aa,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка двери кабины Transit 1995-2000 RH,mekhanizm-zamka-dveri-kabiny-transit-1995-2000-rh,"1663730, 95VB V219A64 BE, 4036334, T107178 , 550472	PRESSAN	2005641011093 , 95VB V219A64 CF
",https://storage.yandexcloud.net/tcf-images/products/260931f2-d0f7-41f5-91ee-5e6f5ad166aa.jpeg,False
F8-23,28cf929d-89fc-4b02-8c9a-739a1290231e,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка двери кабины Transit 2000-14 LH (без ЦЗ),mekhanizm-zamka-dveri-kabiny-transit-2000-14-lh-bez-tsz,"1672075, YC15 V219A65 AU, BSG30975026, 4967768",https://storage.yandexcloud.net/tcf-images/products/28cf929d-89fc-4b02-8c9a-739a1290231e.png,False
F8-25,8267586c-f851-4aa0-9928-e3db38e48427,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка двери кабины Transit 2000-14 RH (-ЦЗ),mekhanizm-zamka-dveri-kabiny-transit-2000-14-rh-tsz,"1945261, 4992285, BSG 30-975-025, YC15 V219A64 AR, YC1A V21812 AR, 4983867, 1818766 , FSE 11-321-005
",https://storage.yandexcloud.net/tcf-images/products/8267586c-f851-4aa0-9928-e3db38e48427.jpg,False
F8-26,594d504b-1061-4404-a7ba-9c967f0f5102,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка двери кабины Transit 2000-2014 LH (+ЦЗ),mekhanizm-zamka-dveri-kabiny-transit-2000-2014-lh-tsz,"YC1A V21813 BV, YC15 V219A65 BV,1818768, 4967768, 4956458, 4896531, 4345447, 4185751, 4345445, 4174383, 4345444, 4119501, 4087156, 4084921, YC1AV21813BR, YC15V219A65BV, T172707, YC1A V21813 BR - FSE 11-321-016
",https://storage.yandexcloud.net/tcf-images/products/594d504b-1061-4404-a7ba-9c967f0f5102.jpeg,False
F8-28,93fc6bef-9903-4b40-9169-1b437c31eb48,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка двери кабины Transit 2000-2014 RH (+ЦЗ),mekhanizm-zamka-dveri-kabiny-transit-2000-2014-rh-tsz,"YC1A V21812 BR, 4967767, YC1A-V21812-BP, 4956457, YC15V219A64BV YC1A-V21812-BN, 4897583, YC1A-V21812-BM, 4345443, YC1A-V21812-BL - YC1A V21812 BVY	OGN / YC1A V21812 BPY
",https://storage.yandexcloud.net/tcf-images/products/93fc6bef-9903-4b40-9169-1b437c31eb48.jpeg,False
F8-29,7fd86713-c66e-4e2a-ac39-9df58d01ae95,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка двери кабины Transit 2014- LH (7pin),mekhanizm-zamka-dveri-kabiny-transit-2014-lh-7pin,"BK31 V219A65 DM, 2424828 , BK31 V219A65 DMY , ATY 0105210085 , LK29 V219A65 DA , BK21-V219A65-DK , BK21V219A65DK , ATY 0105210085 , 2381791 



",https://storage.yandexcloud.net/tcf-images/products/7fd86713-c66e-4e2a-ac39-9df58d01ae95.webp,False
F8-30,a9e826b9-8d97-4634-b390-3f1b38e467ce,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка двери кабины Transit 2014- LH (8pin),mekhanizm-zamka-dveri-kabiny-transit-2014-lh-8pin,"BK31 V219A65 BM, 2424819, VEMO®V25-85-0104, FSE 11-321-059
",https://storage.yandexcloud.net/tcf-images/products/a9e826b9-8d97-4634-b390-3f1b38e467ce.jpg,False
F8-31,4940337e-e935-4d8f-bbcf-e9138fb746a9,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка двери кабины Transit 2014- RH (5pin),mekhanizm-zamka-dveri-kabiny-transit-2014-rh-5pin,"BK31 V219A64 CK, 2424809 / ONP BK31 V219A64 CKY
",https://storage.yandexcloud.net/tcf-images/products/4940337e-e935-4d8f-bbcf-e9138fb746a9.jpg,False
F8-32,1a4d4d40-c68e-4b26-8f12-7f8f2a7a7781,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка двери кабины Transit 2014- RH (6pin),mekhanizm-zamka-dveri-kabiny-transit-2014-rh-6pin,"BK31 V219A64 AK, T265012",https://storage.yandexcloud.net/tcf-images/default.svg,False
F8-33,44301b5e-2aff-458f-84e6-16332b6ca702,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка двери кабины Transit 1986-1994 LH,mekhanizm-zamka-dveri-kabiny-transit-1986-1994-lh,"92VB V21813 BE, 92VB V21813 AA, 6565486, BP1933L , FSE 11-321-002 , 92VB V21813 AAY

",https://storage.yandexcloud.net/tcf-images/products/44301b5e-2aff-458f-84e6-16332b6ca702.png,False
F8-34,97f20207-95bf-495f-8c9d-23b652f7fbbe,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка двери кабины Transit 1986-1994 RH,mekhanizm-zamka-dveri-kabiny-transit-1986-1994-rh,"92VB V21812 BE, 92VB V21812 BA, 6565485, FSE 11-321-003",https://storage.yandexcloud.net/tcf-images/products/97f20207-95bf-495f-8c9d-23b652f7fbbe.png,False
F8-37,d0f2a1da-63ce-4b5b-a5ec-2642f84bb5ee,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка задней (высокая крыша) двери верхний L левый Transit 2000-2013 V184 / V347,mekhanizm-zamka-zadnei-vysokaia-krysha-dveri-verkhnii-l-levyi-transit-2000-2013-v184-v347,"1494098, YC15 V43287 AH",https://storage.yandexcloud.net/tcf-images/products/d0f2a1da-63ce-4b5b-a5ec-2642f84bb5ee.jpg,False
F8-38,b6f9f142-5186-4dd7-9032-fdc41e304b65,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка задней (высокая крыша) двери верхний R правый Transit 2000-2013 V184 / V347,mekhanizm-zamka-zadnei-vysokaia-krysha-dveri-verkhnii-r-pravyi-transit-2000-2013-v184-v347,"1494097, YC15 V43286 AG / 	ATY 0103210158",https://storage.yandexcloud.net/tcf-images/products/b6f9f142-5186-4dd7-9032-fdc41e304b65.jpg,False
F8-40,601861f8-9d7c-4b77-b72c-e63c7e1b4f19,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка задней (средняя крыша) двери верхний L левый Transit 2000-2013 V184 / V347,mekhanizm-zamka-zadnei-sredniaia-krysha-dveri-verkhnii-l-levyi-transit-2000-2013-v184-v347,"ZA BSG 30-975-033, 1494096, YC15 V43287 BH, YC15-V43287-BH, 1494096, 1C15-V43287-CD, FSE 11-321-011
",https://storage.yandexcloud.net/tcf-images/products/601861f8-9d7c-4b77-b72c-e63c7e1b4f19.webp,False
F8-42,83c1b125-4852-46b9-842c-f3147c5ad9cd,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка задней двери (+ЦЗ) Custom / Connect 2013- (5pin),mekhanizm-zamka-zadnei-dveri-tsz-custom-connect-2013-5pin,"BK21 V43288 CL, 2096141",https://storage.yandexcloud.net/tcf-images/default.svg,False
F8-43,11000976-24ff-4cc9-a725-624e60957c10,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка задней двери (+ЦЗ) Custom / Connect 2013- (6pin),mekhanizm-zamka-zadnei-dveri-tsz-custom-connect-2013-6pin,"BK21 V43288 AM, 2424775",https://storage.yandexcloud.net/tcf-images/default.svg,False
F8-44,a23f3f87-e683-47cf-89dc-20bceaff4171,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка задней двери (+ЦЗ) L Focus-I / Mondeo 2000-2006,mekhanizm-zamka-zadnei-dveri-tsz-l-focus-i-mondeo-2000-2006,"XS41 A26413 CG, 4057989, 1088499, 3995138, 1069783",https://storage.yandexcloud.net/tcf-images/default.svg,False
F8-45,60060ae6-efd4-4105-8a9f-0d286610bf0d,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка задней двери (+ЦЗ) R Focus-I / Mondeo 2000-2006,mekhanizm-zamka-zadnei-dveri-tsz-r-focus-i-mondeo-2000-2006,"XS41 A26412 CG, 4057986, 1088494, 3995089, 1069780",https://storage.yandexcloud.net/tcf-images/default.svg,False
F8-46,32432c51-5205-4812-aa5f-ae02c562ad47,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка задней двери (+ЦЗ) Transit 2001-2014 V184 / V347 (высокая крыша),mekhanizm-zamka-zadnei-dveri-tsz-transit-2001-2014-v184-v347-vysokaia-krysha,"YC15 V43288 HR, 1552416, YC15 V43288 HRY",https://storage.yandexcloud.net/tcf-images/default.svg,False
F8-47,ccc3476f-3553-44cb-ad19-da68727fbee4,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка задней двери (+ЦЗ) Transit 2001-2014 V184 / V347 (дверь открывается вверх),mekhanizm-zamka-zadnei-dveri-tsz-transit-2001-2014-v184-v347-dver-otkryvaetsia-vverkh,"1552410, 1C15 V43150 CL, 1C15 V43150 BN, 1552079 - FSE 11-321-052
",https://storage.yandexcloud.net/tcf-images/default.svg,False
F8-48,f8c2e4a8-9ee4-49d8-b3c7-7fd7868aaad3,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка задней двери (+ЦЗ) Transit 2001-2014 V184 / V347 (низкая и средняя крыша-без возможности открывания ключом),mekhanizm-zamka-zadnei-dveri-tsz-transit-2001-2014-v184-v347-nizkaia-i-sredniaia-krysha-bez-vozmozhnosti-otkryvaniia-kliuchom,"1552414, YC1A V43288 CP, YC1A V43288 ES, YC1A V43288, YC16 V43288 ES, YC15 V43288 ES , FSE 11-321-034 , 1552107 , YC15V43288CP,  ATY 0103210129

",https://storage.yandexcloud.net/tcf-images/products/f8c2e4a8-9ee4-49d8-b3c7-7fd7868aaad3.jpg,False
F8-50,288ab50a-a478-4200-89fe-08c7dda6b70c,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка задней двери (+ЦЗ) Transit 2014- (5pin),mekhanizm-zamka-zadnei-dveri-tsz-transit-2014-5pin,"BK31 V43288 CJ, T229156",https://storage.yandexcloud.net/tcf-images/default.svg,False
F8-51,a9395aa9-ee88-4812-b13f-3574e2861a61,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка задней двери (+ЦЗ) Transit 2014- (6pin),mekhanizm-zamka-zadnei-dveri-tsz-transit-2014-6pin,"BK31 V43288 AJ, 2096031",https://storage.yandexcloud.net/tcf-images/default.svg,False
F8-52,63141e81-abab-4a2f-a3e4-699f0fd8d2da,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка задней двери Transit 1986-2000  RH (кроме высок.),mekhanizm-zamka-zadnei-dveri-transit-1986-2000-rh-krome-vysok,"1052396, 95VB V43288 BC, 86VB V43288 BD, 30-975-005, BP1096DP GROUP, FSE 11-321-014 ,  86VB V43288 BDY , FSE 11-321-009 ,   92VBV43288BC



",https://storage.yandexcloud.net/tcf-images/products/63141e81-abab-4a2f-a3e4-699f0fd8d2da.png,False
F8-53,87f9011d-edd6-4986-ae8d-076a6710b9dc,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка задней двери Transit 1986-2000 LH черный (кроме высок.),mekhanizm-zamka-zadnei-dveri-transit-1986-2000-lh-chernyi-krome-vysok,"1655811, 6933660, 86VB V43289 AC, XVT V43289 AA,  BP 1938, VT V43289 AAY , FSE 11-321-008
",https://storage.yandexcloud.net/tcf-images/products/87f9011d-edd6-4986-ae8d-076a6710b9dc.jpg,False
F8-54,cca8e6d9-7fa7-40e4-89fc-a8a9a8aa3f65,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка задней двери верхний L левый Custom 2012-,mekhanizm-zamka-zadnei-dveri-verkhnii-l-levyi-custom-2012,"1821972, BK21 V43287 AG",https://storage.yandexcloud.net/tcf-images/default.svg,False
F8-55,2036cfe2-aee5-4502-875c-fb41071a8f9f,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка задней двери верхний L левый Transit 2014- (средняя крыша),mekhanizm-zamka-zadnei-dveri-verkhnii-l-levyi-transit-2014-sredniaia-krysha,"BK31 V43287 AB, 1877729",https://storage.yandexcloud.net/tcf-images/products/2036cfe2-aee5-4502-875c-fb41071a8f9f.jpg,False
F8-56,50a186e3-e47e-48fd-bf87-28b451d635a1,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка задней двери верхний R правый Transit 2014- (высокая крыша),mekhanizm-zamka-zadnei-dveri-verkhnii-r-pravyi-transit-2014-vysokaia-krysha,"BK31 V43286 BE, 1911912 / BK31 V43286 BEY - FSE 11-321-026",https://storage.yandexcloud.net/tcf-images/products/50a186e3-e47e-48fd-bf87-28b451d635a1.jpg,False
F8-57,ad8d20da-10a9-4e7e-b85e-58a512d7efe7,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка задней двери верхний R правый Transit 2014- (средняя крыша),mekhanizm-zamka-zadnei-dveri-verkhnii-r-pravyi-transit-2014-sredniaia-krysha,"BK31 V43286 AE, 1911911 - FSE 11-321-027 - FSE 11-321-027	BK31 V43286 AE/1911911
",https://storage.yandexcloud.net/tcf-images/products/ad8d20da-10a9-4e7e-b85e-58a512d7efe7.jpg,False
F8-58,30518483-d2ca-4b15-86b0-14a601d1d097,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка задней двери нижн. левый с тросиком Transit 2000-2013 V184 / V347,mekhanizm-zamka-zadnei-dveri-nizhn-levyi-s-trosikom-transit-2000-2013-v184-v347,"1494102,  4341671, YC15 V431A03 AM, BSG30970050, 1494119 - FSE 11-321-012 - FSE 11-321-013 / ATY 0103210001 / ATY 0103210159
 
",https://storage.yandexcloud.net/tcf-images/products/30518483-d2ca-4b15-86b0-14a601d1d097.jpg,False
F8-61,a1f582b2-6c41-4200-99f3-6bf6fa1bef9f,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка задней двери нижн.левый отдельно (см. MJ210) Transit 2000-2013 V184 / V347,mekhanizm-zamka-zadnei-dveri-nizhn-levyi-otdelno-sm-mj210-transit-2000-2013-v184-v347,"1494119, 4370138, YC15 V265B21 BD",https://storage.yandexcloud.net/tcf-images/default.svg,False
F8-62,ab35bcb4-aa98-498f-91aa-343b15291924,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка задней двери нижний L левый Transit 2014-,mekhanizm-zamka-zadnei-dveri-nizhnii-l-levyi-transit-2014,"BK31 V431A03 AH, 2256255 - FSE 11-321-025 - BK31 V431A03 AH / 2256255
",https://storage.yandexcloud.net/tcf-images/products/ab35bcb4-aa98-498f-91aa-343b15291924.jpg,False
F8-63,29d86d2d-d1b2-47a1-9cfa-fbefed172426,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка задней двери открывается вверх Transit 1986-2000,mekhanizm-zamka-zadnei-dveri-otkryvaetsia-vverkh-transit-1986-2000,"1018616, 6993948, 95VB V43150 AA, BP1937DP GROUP , FSE 11-321-007
",https://storage.yandexcloud.net/tcf-images/products/29d86d2d-d1b2-47a1-9cfa-fbefed172426.jpeg,False
F8-64,f58a9a60-fd37-4505-bae9-362012ba4643,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка задней двери открывается вверх TRANSIT 2000-2014,mekhanizm-zamka-zadnei-dveri-otkryvaetsia-vverkh-transit-2000-2014,1544589,https://storage.yandexcloud.net/tcf-images/default.svg,False
F8-66,2682ac22-c209-4491-981d-edb1a7f182f0,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка капота Fiesta 2008-2012,mekhanizm-zamka-kapota-fiesta-2008-2012,"CA6A-16700-CE, CA6A16700CE, 1831520",https://storage.yandexcloud.net/tcf-images/default.svg,False
F8-67,94c42239-f34a-4cfd-a4f6-7a36247fa7dc,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка капота Focus II / C-MAX / Kuga-I (без штатной сигнализации),mekhanizm-zamka-kapota-focus-ii-c-max-kuga-i-bez-shtatnoi-signalizatsii,"4895285, 3M51 16700 AC",https://storage.yandexcloud.net/tcf-images/products/94c42239-f34a-4cfd-a4f6-7a36247fa7dc.jpg,False
F8-68,4c2281d6-d387-463e-bbb0-4a2f31495ecb,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка капота Focus III 2011- / Kuga-II / Transit 2014- / Custom 2012-  5236243,mekhanizm-zamka-kapota-focus-iii-2011-kuga-ii-transit-2014-custom-2012-5236243,"5236243, BM5A 16700 AG",https://storage.yandexcloud.net/tcf-images/default.svg,False
F8-70,820ab173-ec20-4293-a34a-0d64e9936e0e,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка капота Focus II-III / C-MAX / Kuga (с штатной сигнализацией),mekhanizm-zamka-kapota-focus-ii-iii-c-max-kuga-s-shtatnoi-signalizatsiei,"4895286, 3M51 16700 BC",https://storage.yandexcloud.net/tcf-images/default.svg,False
F8-71,181164de-fe44-473a-b527-21df4c2358a7,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка капота Transit 2000- / Connect 2002-13,mekhanizm-zamka-kapota-transit-2000-connect-2002-13,"2C14 167T00 AA, 4431769, 4956236,  4548439, 8T1A 16700 AA, 8T1A 16700 AA, XS41 16700 AE, XS41 16700 AF, XS41 16700 AG , ST1350006 , 8T1A 16700 AAY
",https://storage.yandexcloud.net/tcf-images/products/181164de-fe44-473a-b527-21df4c2358a7.jpeg,False
F8-74,ae17ba7c-f5f9-454f-aef2-b5219e55e4ed,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка передней двери (+ЦЗ) L Focus-I / Mondeo 2000-2006,mekhanizm-zamka-perednei-dveri-tsz-l-focus-i-mondeo-2000-2006,"XS41 A21813 DE, 4057983, 1088486, 4006209 - XS41 A21813 DE  - FSE 11-321-037",https://storage.yandexcloud.net/tcf-images/products/ae17ba7c-f5f9-454f-aef2-b5219e55e4ed.png,False
F8-75,e8159e68-2f39-4a71-b4e4-48224206f62e,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка передней двери (+ЦЗ) R Focus-I / Mondeo 2000-2006,mekhanizm-zamka-perednei-dveri-tsz-r-focus-i-mondeo-2000-2006,"XS41 A21812-DE, XS41A21812DE, 4057975",https://storage.yandexcloud.net/tcf-images/default.svg,False
F8-76,4f3db882-e86d-4154-83b0-263ad30fb8b7,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Окантовка личинки замка багажника Focus 1998-2005,okantovka-lichinki-zamka-bagazhnika-focus-1998-2005,"1100354, XS41 A43851 AE",https://storage.yandexcloud.net/tcf-images/products/4f3db882-e86d-4154-83b0-263ad30fb8b7.jpg,False
F8-77,91c9b3bd-7b54-4456-91a2-06f492c2711b,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Отбойник замка задней двери CONNECT (4417598),otboinik-zamka-zadnei-dveri-connect-4417598,4417598,https://storage.yandexcloud.net/tcf-images/default.svg,False
275143,23933b5a-942c-48f0-b297-a5d7238137b4,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Центральный замок 6758077 ,tsentralnyi-zamok-6758077,93BG220A20BA - 93BG-220A20-BA - 95VB220A21AA,https://storage.yandexcloud.net/tcf-images/products/23933b5a-942c-48f0-b297-a5d7238137b4.png,False
277818,7790e0a8-db2c-4b28-9c4a-a57d63ffad56,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка двери распашной Ford Transit 2014>,mekhanizm-zamka-dveri-raspashnoi-ford-transit-2014,"FSE 11-321-029 / BK31 V43287 BB / 1877730 / BK31 V43287 BBY
",https://storage.yandexcloud.net/tcf-images/products/7790e0a8-db2c-4b28-9c4a-a57d63ffad56.jpeg,False
F8-78,3a7427da-c5b6-4cd1-9ae9-f4721fa6f9d2,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Focus II-III / C-Max / Kuga / Mondeo / S-Max 07- замок двери багажника 1743698,focus-ii-iii-c-max-kuga-mondeo-s-max-07-zamok-dveri-bagazhnika-1743698,"1930055, 1743698, 8M51R442A66EA",https://storage.yandexcloud.net/tcf-images/default.svg,False
376372,383a0ef6-d4f4-41de-b3d0-1d0f4f6bca75,8100a7fc-06ce-41c9-9ac6-62e631130ad8,Механизм замка задней (низкая крыша) двери верхний L левый Transit 2000-2013 V184 / V347,mekhanizm-zamka-zadnei-nizkaia-krysha-dveri-verkhnii-l-levyi-transit-2000-2013-v184-v347,1C15 V43287 CD / 1494092,https://storage.yandexcloud.net/tcf-images/products/383a0ef6-d4f4-41de-b3d0-1d0f4f6bca75.jpg,False
F4-1,5211c86f-ac60-4d82-9230-444b30e1773b,6ea27cb0-9f86-4b1b-bdae-7b9b2101dea3,1.4 TD / 1.6 TD 2002-  полукольца коленвала STD к-т,1-4-td-1-6-td-2002-polukoltsa-kolenvala-std-k-t,"1448136, PEUGEOT 0118 F3 - 0118F3 ŞAHİN AY1018SA STD",https://storage.yandexcloud.net/tcf-images/products/5211c86f-ac60-4d82-9230-444b30e1773b.jpg,False
F4-2099,a073be0d-f970-47bc-b0e2-936e242e4ece,6ea27cb0-9f86-4b1b-bdae-7b9b2101dea3,1.6 D / 1.8 TD LYNX полукольца  +0.12 к-т,1-6-d-1-8-td-lynx-polukoltsa-0-12-k-t,,https://storage.yandexcloud.net/tcf-images/default.svg,False
F4-2101,c6897e0e-52d6-4de8-b777-d801e3a176bd,6ea27cb0-9f86-4b1b-bdae-7b9b2101dea3,1.6 D / 1.8 TD LYNX полукольца  STD к-т,1-6-d-1-8-td-lynx-polukoltsa-std-k-t,,https://storage.yandexcloud.net/tcf-images/default.svg,False
F4-2105,5281b024-2502-4b22-b115-9c0bad8c0c93,6ea27cb0-9f86-4b1b-bdae-7b9b2101dea3,1.6 ROCAM полукольца,1-6-rocam-polukoltsa,1093636,https://storage.yandexcloud.net/tcf-images/default.svg,False
F4-2106,f2d8ad6f-7337-4798-a75f-0ff3d877d6a1,6ea27cb0-9f86-4b1b-bdae-7b9b2101dea3,1.6 SIGMA 98->  полукольца (неподвижное),1-6-sigma-98-polukoltsa-nepodvizhnoe,T127267 TAM T6337 FCS2,https://storage.yandexcloud.net/tcf-images/default.svg,False
