id,category_id,name,slug,image_url
138a375e-f89b-4d9f-a5b3-40c8cc438933,884b5cd8-57d1-4b0b-9cdc-9a345b7e327b,Расходомер (ДМРВ),raskhodomer-dmrv,https://storage.yandexcloud.net/tcf-images/default.svg
2de14ea2-8b92-4ca7-b52f-df63272a2d72,039b8546-be94-4297-9cf2-f83215bbc0c5,Регулятор напряжения,reguliator-napriazheniia,https://storage.yandexcloud.net/tcf-images/default.svg
d0154cb7-d8ba-4ac6-a68d-a25af1545b81,884b5cd8-57d1-4b0b-9cdc-9a345b7e327b,Регулятор холостого хода,reguliator-kholostogo-khoda,https://storage.yandexcloud.net/tcf-images/sub_categories/d0154cb7-d8ba-4ac6-a68d-a25af1545b81.png
9e2c88a2-efa7-46ad-81cb-eba6dc5cd4dc,9c0527f7-f92c-46a2-834d-e5890702ec8b,"Редуктора,мосты и компоненты",reduktora-mosty-i-komponenty,https://storage.yandexcloud.net/tcf-images/default.svg
35f68569-f149-4a53-bc80-61e4517b8034,3ba3b102-bafb-4030-90cb-31c25f64bd22,Резиновая эластичная муфта,rezinovaia-elastichnaia-mufta,https://storage.yandexcloud.net/tcf-images/default.svg
7a930ff2-7a8c-4073-9e2b-9473184a9a71,78d776a2-2cb1-4a28-b8da-667d8ab3eaa1,Реле,rele,https://storage.yandexcloud.net/tcf-images/default.svg
60156c98-b258-407a-bd84-c2d0f395fa71,884b5cd8-57d1-4b0b-9cdc-9a345b7e327b,Ремкомплекты карбюратора / ТНВД / Форсунок,remkomplekty-karbiuratora-tnvd-forsunok,https://storage.yandexcloud.net/tcf-images/default.svg
ab65de4f-33f4-4220-8e81-6d264340f9dd,934a4913-1111-4b86-9d79-52dcf9196e2a,Ремкомплекты рулевого управления,remkomplekty-rulevogo-upravleniia,https://storage.yandexcloud.net/tcf-images/default.svg
829b608a-71db-4b77-830c-0128559b1218,f551a2ce-75fe-499a-a688-e73f44f6b32e,Ремкомплекты Суппорта,remkomplekty-supporta,https://storage.yandexcloud.net/tcf-images/default.svg
d1a0303b-a4fb-49a5-bdab-ec7f63ca0a01,f551a2ce-75fe-499a-a688-e73f44f6b32e,Ремкомплекты тормозных цилиндров,remkomplekty-tormoznykh-tsilindrov,https://storage.yandexcloud.net/tcf-images/default.svg
0ad399e7-8d3a-4dd1-a892-17cea4c915cb,c02ffc53-19de-4cea-b790-801ac2059e64,"Ремкомплекты, прокладки КПП",remkomplekty-prokladki-kpp,https://storage.yandexcloud.net/tcf-images/default.svg
ab8bdd49-31aa-4bbd-9f8c-827d0459c711,7e13073e-4750-4726-a027-2c4430052192,Ремни разные,remni-raznye,https://storage.yandexcloud.net/tcf-images/default.svg
2eb5ec6b-e8b4-423a-95db-7c28be234513,78d776a2-2cb1-4a28-b8da-667d8ab3eaa1,Реостат печки,reostat-pechki,https://storage.yandexcloud.net/tcf-images/default.svg
8b7e24e9-14ac-4f55-ad26-61f079306c10,1329501b-80b9-4145-ac4e-5fb08426f07f,Рессоры,ressory,https://storage.yandexcloud.net/tcf-images/default.svg
2dc2d58e-9616-47bc-bf04-a26c3d11fe73,0cc8acea-07e7-4a39-8ba1-9ca3a5344efc,Ролики дверей,roliki-dverei,https://storage.yandexcloud.net/tcf-images/default.svg
c939cb4d-8f73-407d-a840-a848f2aaaab9,7e13073e-4750-4726-a027-2c4430052192,Ролики ДВС отдельно  (ГРМ + генераторные),roliki-dvs-otdelno-grm-generatornye,https://storage.yandexcloud.net/tcf-images/default.svg
af3ea369-ec32-4d49-b86d-291d59bb5cf8,934a4913-1111-4b86-9d79-52dcf9196e2a,Рулевые карданы,rulevye-kardany,https://storage.yandexcloud.net/tcf-images/default.svg
09137111-8e0e-4b4c-9b75-bccd82c3dddc,934a4913-1111-4b86-9d79-52dcf9196e2a,Рулевые колонки,rulevye-kolonki,https://storage.yandexcloud.net/tcf-images/default.svg
7e088129-10fe-4220-a05f-281e419d4286,934a4913-1111-4b86-9d79-52dcf9196e2a,Рулевые наконечники,rulevye-nakonechniki,https://storage.yandexcloud.net/tcf-images/default.svg
4aad1382-2bdd-4de2-a2af-0da1fa44edfe,934a4913-1111-4b86-9d79-52dcf9196e2a,Рулевые рейки,rulevye-reiki,https://storage.yandexcloud.net/tcf-images/default.svg
8815625e-3132-48cb-aec4-1cfd433c32f4,934a4913-1111-4b86-9d79-52dcf9196e2a,Рулевые тяги,rulevye-tiagi,https://storage.yandexcloud.net/tcf-images/default.svg
6131234a-0cbb-4a9e-8f5d-8b4a0521eed7,7e13073e-4750-4726-a027-2c4430052192,Ручейковые ремни 7PK,rucheikovye-remni-7pk,https://storage.yandexcloud.net/tcf-images/sub_categories/6131234a-0cbb-4a9e-8f5d-8b4a0521eed7.jpg
1705799b-efb0-461b-9bd0-2f6f63520d9c,0cc8acea-07e7-4a39-8ba1-9ca3a5344efc,Ручки дверей,ruchki-dverei,https://storage.yandexcloud.net/tcf-images/default.svg
f63810c6-3035-4184-8204-699ecddf4762,1329501b-80b9-4145-ac4e-5fb08426f07f,Рычаг Перений подвески,rychag-perenii-podveski,https://storage.yandexcloud.net/tcf-images/default.svg
